Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2014
310M200US26740,26740,"Hutchinson, KS Micro Area",64511,64511,63794
310M200US26780,26780,"Hutchinson, MN Micro Area",36651,36651,35882
310M200US26820,26820,"Idaho Falls, ID Metro Area",133265,133337,138266
310M200US26860,26860,"Indiana, PA Micro Area",88880,88891,87706
310M200US26900,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1887877,1888082,1971274
310M200US26940,26940,"Indianola, MS Micro Area",29450,29450,27496
310M200US26960,26960,"Ionia, MI Micro Area",63905,63905,64294
310M200US26980,26980,"Iowa City, IA Metro Area",152586,152586,164357
310M200US27020,27020,"Iron Mountain, MI-WI Micro Area",30591,30591,30438
310M200US27060,27060,"Ithaca, NY Metro Area",101564,101595,104691
310M200US27100,27100,"Jackson, MI Metro Area",160248,160248,159741
310M200US27140,27140,"Jackson, MS Metro Area",567122,567645,577564
310M200US27160,27160,"Jackson, OH Micro Area",33225,33225,32748
310M200US27180,27180,"Jackson, TN Metro Area",130011,130009,130225
310M200US27220,27220,"Jackson, WY-ID Micro Area",31464,31464,33271
310M200US27260,27260,"Jacksonville, FL Metro Area",1345596,1345596,1419127
310M200US27300,27300,"Jacksonville, IL Micro Area",40902,40906,40133
310M200US27340,27340,"Jacksonville, NC Metro Area",177772,177772,187589
310M200US27380,27380,"Jacksonville, TX Micro Area",50845,50845,50902
310M200US27420,27420,"Jamestown, ND Micro Area",21100,21100,21129
310M200US27460,27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",134905,134905,132053
310M200US27500,27500,"Janesville-Beloit, WI Metro Area",160331,160331,161188
310M200US27540,27540,"Jasper, IN Micro Area",54734,54733,54969
310M200US27580,27580,"Jayuya, PR Micro Area",16642,16642,15693
310M200US27600,27600,"Jefferson, GA Micro Area",60485,60485,61870
310M200US27620,27620,"Jefferson City, MO Metro Area",149807,149807,150866
310M200US27700,27700,"Jesup, GA Micro Area",30099,30099,29949
310M200US27740,27740,"Johnson City, TN Metro Area",198716,198716,201091
310M200US27780,27780,"Johnstown, PA Metro Area",143679,143674,137732
310M200US27860,27860,"Jonesboro, AR Metro Area",121026,121026,126764
310M200US27900,27900,"Joplin, MO Metro Area",175518,175516,176141
310M200US27920,27920,"Junction City, KS Micro Area",34362,34362,36713
310M200US27940,27940,"Juneau, AK Micro Area",31275,31275,32406
310M200US27980,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",154924,154925,163108
310M200US28020,28020,"Kalamazoo-Portage, MI Metro Area",326589,326596,334017
310M200US28060,28060,"Kalispell, MT Micro Area",90928,90928,94924
310M200US28100,28100,"Kankakee, IL Metro Area",113449,113449,111375
310M200US28140,28140,"Kansas City, MO-KS Metro Area",2009342,2009338,2071133
310M200US28180,28180,"Kapaa, HI Micro Area",67091,67090,70475
310M200US28260,28260,"Kearney, NE Micro Area",52591,52591,54868
310M200US28300,28300,"Keene, NH Micro Area",77117,77117,76115
310M200US28340,28340,"Kendallville, IN Micro Area",47536,47536,47618
310M200US28380,28380,"Kennett, MO Micro Area",31953,31953,31344
310M200US28420,28420,"Kennewick-Richland, WA Metro Area",253340,253340,274295
310M200US28500,28500,"Kerrville, TX Micro Area",49625,49625,50562
310M200US28540,28540,"Ketchikan, AK Micro Area",13477,13477,13787
310M200US28580,28580,"Key West, FL Micro Area",73090,73090,77136
310M200US28620,28620,"Kill Devil Hills, NC Micro Area",38327,38327,39219
310M200US28660,28660,"Killeen-Temple, TX Metro Area",405300,405298,424858
310M200US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",309544,309542,308079
310M200US28740,28740,"Kingston, NY Metro Area",182493,182494,180445
310M200US28780,28780,"Kingsville, TX Micro Area",32477,32477,32590
310M200US28820,28820,"Kinston, NC Micro Area",59495,59495,58485
310M200US28860,28860,"Kirksville, MO Micro Area",30038,30038,29972
310M200US28900,28900,"Klamath Falls, OR Micro Area",66380,66380,65455
310M200US28940,28940,"Knoxville, TN Metro Area",837571,837579,857585
310M200US29020,29020,"Kokomo, IN Metro Area",82752,82752,82982
310M200US29060,29060,"Laconia, NH Micro Area",60088,60092,60305
310M200US29100,29100,"La Crosse-Onalaska, WI-MN Metro Area",133665,133665,136749
310M200US29180,29180,"Lafayette, LA Metro Area",466750,466750,484974
310M200US29200,29200,"Lafayette-West Lafayette, IN Metro Area",201789,201789,211697
310M200US29260,29260,"La Grande, OR Micro Area",25748,25744,25691
310M200US29300,29300,"LaGrange, GA Micro Area",67044,67044,69469
310M200US29340,29340,"Lake Charles, LA Metro Area",199607,199629,203883
310M200US29380,29380,"Lake City, FL Micro Area",67531,67532,67857
310M200US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",200186,200186,203361
310M200US29460,29460,"Lakeland-Winter Haven, FL Metro Area",602095,602095,634638
310M200US29500,29500,"Lamesa, TX Micro Area",13833,13833,13372
310M200US29540,29540,"Lancaster, PA Metro Area",519445,519448,533320
310M200US29620,29620,"Lansing-East Lansing, MI Metro Area",464036,464032,470458
310M200US29660,29660,"Laramie, WY Micro Area",36299,36299,37811
310M200US29700,29700,"Laredo, TX Metro Area",250304,250304,266673
310M200US29740,29740,"Las Cruces, NM Metro Area",209233,209241,213676
310M200US29780,29780,"Las Vegas, NM Micro Area",29393,29393,28239
310M200US29820,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",1951269,1951269,2069681
310M200US29860,29860,"Laurel, MS Micro Area",84823,84823,84891
310M200US29900,29900,"Laurinburg, NC Micro Area",36157,36157,35576
310M200US29940,29940,"Lawrence, KS Metro Area",110826,110826,116585
310M200US29980,29980,"Lawrenceburg, TN Micro Area",41869,41869,42274
310M200US30020,30020,"Lawton, OK Metro Area",130291,130291,131183
310M200US30060,30060,"Lebanon, MO Micro Area",35571,35571,35439
310M200US30140,30140,"Lebanon, PA Metro Area",133568,133573,136359
310M200US30220,30220,"Levelland, TX Micro Area",22935,22935,23577
310M200US30260,30260,"Lewisburg, PA Micro Area",44947,44949,44874
310M200US30280,30280,"Lewisburg, TN Micro Area",30617,30617,31269
310M200US30300,30300,"Lewiston, ID-WA Metro Area",60888,60888,62196
310M200US30340,30340,"Lewiston-Auburn, ME Metro Area",107702,107702,107440
310M200US30380,30380,"Lewistown, PA Micro Area",46682,46683,46552
310M200US30420,30420,"Lexington, NE Micro Area",26370,26370,26066
310M200US30460,30460,"Lexington-Fayette, KY Metro Area",472099,472099,494189
310M200US30580,30580,"Liberal, KS Micro Area",22952,22952,23465
310M200US30620,30620,"Lima, OH Metro Area",106331,106331,105040
310M200US30660,30660,"Lincoln, IL Micro Area",30305,30305,29746
310M200US30700,30700,"Lincoln, NE Metro Area",302157,302157,318945
310M200US30780,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",699757,699799,729135
310M200US30820,30820,"Lock Haven, PA Micro Area",39238,39241,39745
310M200US30860,30860,"Logan, UT-ID Metro Area",125442,125442,131364
310M200US30880,30880,"Logan, WV Micro Area",36743,36745,35348
310M200US30900,30900,"Logansport, IN Micro Area",38966,38966,38438
310M200US30940,30940,"London, KY Micro Area",126369,126369,127316
310M200US30980,30980,"Longview, TX Metro Area",214369,214378,217481
310M200US31020,31020,"Longview, WA Metro Area",102410,102410,102133
310M200US31060,31060,"Los Alamos, NM Micro Area",17950,17950,17682
310M200US31080,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",12828837,12828933,13262220
310M200US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",1235708,1235710,1269702
310M200US31180,31180,"Lubbock, TX Metro Area",290805,290805,305644
310M200US31220,31220,"Ludington, MI Micro Area",28705,28705,28824
310M200US31260,31260,"Lufkin, TX Micro Area",86771,86771,87750
310M200US31300,31300,"Lumberton, NC Micro Area",134168,134168,134760
310M200US31340,31340,"Lynchburg, VA Metro Area",252634,252656,257835
310M200US31380,31380,"Macomb, IL Micro Area",32612,32612,31880
310M200US31420,31420,"Macon, GA Metro Area",232293,232293,230450
310M200US31460,31460,"Madera, CA Metro Area",150865,150865,154548
310M200US31500,31500,"Madison, IN Micro Area",32428,32428,32494
310M200US31540,31540,"Madison, WI Metro Area",605435,605437,633787
310M200US31580,31580,"Madisonville, KY Micro Area",46920,46920,46376
310M200US31620,31620,"Magnolia, AR Micro Area",24552,24552,23933
310M200US31660,31660,"Malone, NY Micro Area",51599,51597,51262
310M200US31680,31680,"Malvern, AR Micro Area",32923,32923,33368
310M200US31700,31700,"Manchester-Nashua, NH Metro Area",400721,400721,405184
310M200US31740,31740,"Manhattan, KS Metro Area",92719,92735,98091
310M200US31820,31820,"Manitowoc, WI Micro Area",81442,81442,80160
310M200US31860,31860,"Mankato-North Mankato, MN Metro Area",96740,96740,98478
310M200US31900,31900,"Mansfield, OH Metro Area",124475,124475,121942
310M200US31930,31930,"Marietta, OH Micro Area",61778,61778,61213
310M200US31940,31940,"Marinette, WI-MI Micro Area",65778,65778,65012
310M200US31980,31980,"Marion, IN Micro Area",70061,70063,68569
310M200US32000,32000,"Marion, NC Micro Area",44996,44996,44965
310M200US32020,32020,"Marion, OH Micro Area",66501,66501,65720
310M200US32100,32100,"Marquette, MI Micro Area",67077,67077,67676
310M200US32140,32140,"Marshall, MN Micro Area",25857,25857,25665
310M200US32180,32180,"Marshall, MO Micro Area",23370,23370,23347
310M200US32220,32220,"Marshall, TX Micro Area",65631,65632,67336
310M200US32260,32260,"Marshalltown, IA Micro Area",40648,40648,40866
310M200US32280,32280,"Martin, TN Micro Area",35021,35021,34373
310M200US32300,32300,"Martinsville, VA Micro Area",67972,67964,65792
310M200US32340,32340,"Maryville, MO Micro Area",23370,23370,23081
310M200US32380,32380,"Mason City, IA Micro Area",51749,51749,50878
310M200US32420,32420,"Mayagüez, PR Metro Area",106330,106330,98661
310M200US32460,32460,"Mayfield, KY Micro Area",37121,37121,37618
310M200US32500,32500,"Maysville, KY Micro Area",17490,17490,17166
310M200US32540,32540,"McAlester, OK Micro Area",45837,45837,44626
310M200US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",774769,774773,831073
310M200US32620,32620,"McComb, MS Micro Area",53535,53535,52687
310M200US32660,32660,"McMinnville, TN Micro Area",39839,39840,39969
310M200US32700,32700,"McPherson, KS Micro Area",29180,29180,29241
310M200US32740,32740,"Meadville, PA Micro Area",88765,88765,87175
310M200US32780,32780,"Medford, OR Metro Area",203206,203206,210287
310M200US32820,32820,"Memphis, TN-MS-AR Metro Area",1324829,1324829,1343230
310M200US32860,32860,"Menomonie, WI Micro Area",43857,43857,44305
310M200US32900,32900,"Merced, CA Metro Area",255793,255798,266353
310M200US32940,32940,"Meridian, MS Micro Area",107449,107454,106201
310M200US32980,32980,"Merrill, WI Micro Area",28743,28743,28493
310M200US33020,33020,"Mexico, MO Micro Area",25529,25529,25887
310M200US33060,33060,"Miami, OK Micro Area",31848,31848,32105
310M200US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5564635,5566299,5929819
310M200US33140,33140,"Michigan City-La Porte, IN Metro Area",111467,111467,111444
310M200US33180,33180,"Middlesborough, KY Micro Area",28691,28691,27778
310M200US33220,33220,"Midland, MI Metro Area",83629,83629,83427
310M200US33260,33260,"Midland, TX Metro Area",141671,141674,161290
310M200US33300,33300,"Milledgeville, GA Micro Area",55149,55237,54418
310M200US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1555908,1555954,1572245
310M200US33420,33420,"Mineral Wells, TX Micro Area",28111,28111,28096
310M200US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3348859,3348857,3495176
310M200US33500,33500,"Minot, ND Micro Area",69540,69540,77959
310M200US33540,33540,"Missoula, MT Metro Area",109299,109299,112684
310M200US33580,33580,"Mitchell, SD Micro Area",22835,22835,23304
310M200US33620,33620,"Moberly, MO Micro Area",25414,25414,25072
310M200US33660,33660,"Mobile, AL Metro Area",412992,413143,415123
310M200US33700,33700,"Modesto, CA Metro Area",514453,514451,531997
310M200US33740,33740,"Monroe, LA Metro Area",176441,176502,178864
310M200US33780,33780,"Monroe, MI Metro Area",152021,152021,149824
310M200US33860,33860,"Montgomery, AL Metro Area",374536,374529,373141
310M200US33940,33940,"Montrose, CO Micro Area",41276,41278,40873
310M200US33980,33980,"Morehead City, NC Micro Area",66469,66469,68811
310M200US34020,34020,"Morgan City, LA Micro Area",54650,54650,53162
310M200US34060,34060,"Morgantown, WV Metro Area",129709,129709,137251
310M200US34100,34100,"Morristown, TN Metro Area",113951,114111,115713
310M200US34140,34140,"Moscow, ID Micro Area",37244,37244,38411
310M200US34180,34180,"Moses Lake, WA Micro Area",89120,89120,93147
310M200US34220,34220,"Moultrie, GA Micro Area",45498,45498,46102
310M200US34260,34260,"Mountain Home, AR Micro Area",41513,41513,40857
310M200US34300,34300,"Mountain Home, ID Micro Area",27038,27038,26094
310M200US34340,34340,"Mount Airy, NC Micro Area",73673,73673,72968
310M200US34380,34380,"Mount Pleasant, MI Micro Area",70311,70311,70616
310M200US34420,34420,"Mount Pleasant, TX Micro Area",32334,32334,32506
310M200US34460,34460,"Mount Sterling, KY Micro Area",44396,44396,45967
310M200US34500,34500,"Mount Vernon, IL Micro Area",38827,38825,38534
310M200US34540,34540,"Mount Vernon, OH Micro Area",60921,60930,61167
310M200US34580,34580,"Mount Vernon-Anacortes, WA Metro Area",116901,116901,120365
310M200US34620,34620,"Muncie, IN Metro Area",117671,117671,117074
310M200US34660,34660,"Murray, KY Micro Area",37191,37191,38282
310M200US34700,34700,"Muscatine, IA Micro Area",42745,42747,42903
310M200US34740,34740,"Muskegon, MI Metro Area",172188,172188,172344
310M200US34780,34780,"Muskogee, OK Micro Area",70990,70988,69966
310M200US34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",376722,376722,417668
310M200US34860,34860,"Nacogdoches, TX Micro Area",64524,64524,65301
310M200US34900,34900,"Napa, CA Metro Area",136484,136530,141667
310M200US34940,34940,"Naples-Immokalee-Marco Island, FL Metro Area",321520,321520,348777
310M200US34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1670890,1670900,1792649
310M200US35020,35020,"Natchez, MS-LA Micro Area",53119,53119,52203
310M200US35060,35060,"Natchitoches, LA Micro Area",39566,39566,39166
310M200US35100,35100,"New Bern, NC Metro Area",126802,126802,127534
310M200US35140,35140,"Newberry, SC Micro Area",37508,37508,37783
310M200US35220,35220,"New Castle, IN Micro Area",49462,49462,48995
310M200US35260,35260,"New Castle, PA Micro Area",91108,91140,88771
310M200US35300,35300,"New Haven-Milford, CT Metro Area",862477,862474,861277
310M200US35380,35380,"New Orleans-Metairie, LA Metro Area",1189866,1189863,1251849
310M200US35420,35420,"New Philadelphia-Dover, OH Micro Area",92582,92582,92788
310M200US35440,35440,"Newport, OR Micro Area",46034,46032,46406
310M200US35460,35460,"Newport, TN Micro Area",35662,35662,35374
310M200US35500,35500,"Newton, IA Micro Area",36842,36842,36872
310M200US35580,35580,"New Ulm, MN Micro Area",25893,25893,25292
310M200US35620,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",19567410,19566440,20092883
310M200US35660,35660,"Niles-Benton Harbor, MI Metro Area",156813,156817,155233
310M200US35700,35700,"Nogales, AZ Micro Area",47420,47420,46695
310M200US35740,35740,"Norfolk, NE Micro Area",48271,48271,48445
310M200US35820,35820,"North Platte, NE Micro Area",37590,37590,37063
310M200US35840,35840,"North Port-Sarasota-Bradenton, FL Metro Area",702281,702270,748708
310M200US35860,35860,"North Vernon, IN Micro Area",28525,28525,28000
310M200US35900,35900,"North Wilkesboro, NC Micro Area",69340,69340,68838
310M200US35940,35940,"Norwalk, OH Micro Area",59626,59626,58714
310M200US35980,35980,"Norwich-New London, CT Metro Area",274055,274046,273676
310M200US36020,36020,"Oak Harbor, WA Micro Area",78506,78506,79275
310M200US36100,36100,"Ocala, FL Metro Area",331298,331303,339167
310M200US36140,36140,"Ocean City, NJ Metro Area",97265,97265,95344
310M200US36220,36220,"Odessa, TX Metro Area",137130,137133,153904
310M200US36260,36260,"Ogden-Clearfield, UT Metro Area",597159,597159,632293
310M200US36300,36300,"Ogdensburg-Massena, NY Micro Area",111944,111944,111400
310M200US36340,36340,"Oil City, PA Micro Area",54984,54983,53529
310M200US36380,36380,"Okeechobee, FL Micro Area",39996,39996,39149
310M200US36420,36420,"Oklahoma City, OK Metro Area",1252987,1252992,1336767
310M200US36460,36460,"Olean, NY Micro Area",80317,80317,78600
310M200US36500,36500,"Olympia-Tumwater, WA Metro Area",252264,252264,265851
310M200US36540,36540,"Omaha-Council Bluffs, NE-IA Metro Area",865350,865350,904421
310M200US36580,36580,"Oneonta, NY Micro Area",62259,62253,61128
310M200US36620,36620,"Ontario, OR-ID Micro Area",53936,53935,53195
310M200US36660,36660,"Opelousas, LA Micro Area",83384,83384,83709
310M200US36700,36700,"Orangeburg, SC Micro Area",92501,92495,90090
310M200US36740,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2134411,2134406,2321418
310M200US36780,36780,"Oshkosh-Neenah, WI Metro Area",166994,166994,169511
310M200US36820,36820,"Oskaloosa, IA Micro Area",22381,22381,22370
310M200US36830,36830,"Othello, WA Micro Area",18728,18728,19179
310M200US36840,36840,"Ottawa, KS Micro Area",25992,25996,25611
310M200US36860,36860,"Ottawa-Peru, IL Micro Area",154908,154906,150895
310M200US36900,36900,"Ottumwa, IA Micro Area",44378,44378,43993
310M200US36940,36940,"Owatonna, MN Micro Area",36576,36576,36573
310M200US36980,36980,"Owensboro, KY Metro Area",114752,114755,116506
310M200US37020,37020,"Owosso, MI Micro Area",70648,70648,68933
310M200US37060,37060,"Oxford, MS Micro Area",47351,47359,52930
310M200US37080,37080,"Oxford, NC Micro Area",59916,57532,58500
310M200US37100,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",823318,823420,846178
310M200US37120,37120,"Ozark, AL Micro Area",50251,50251,49484
310M200US37140,37140,"Paducah, KY-IL Micro Area",98762,98760,97820
310M200US37220,37220,"Pahrump, NV Micro Area",43946,43945,42282
310M200US37260,37260,"Palatka, FL Micro Area",74364,74364,72143
310M200US37300,37300,"Palestine, TX Micro Area",58458,58458,57627
310M200US37340,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",543376,543378,556885
310M200US37420,37420,"Pampa, TX Micro Area",22535,22535,23044
310M200US37460,37460,"Panama City, FL Metro Area",184715,184715,194929
310M200US37500,37500,"Paragould, AR Micro Area",42090,42090,43694
310M200US37540,37540,"Paris, TN Micro Area",32330,32330,32204
310M200US37580,37580,"Paris, TX Micro Area",49793,49789,49523
310M200US37620,37620,"Parkersburg-Vienna, WV Metro Area",92673,92673,92082
310M200US37660,37660,"Parsons, KS Micro Area",21607,21607,20960
310M200US37740,37740,"Payson, AZ Micro Area",53597,53597,53119
310M200US37780,37780,"Pecos, TX Micro Area",13783,13783,14349
310M200US37860,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",448991,448991,474081
310M200US37900,37900,"Peoria, IL Metro Area",379186,379186,380040
310M200US37940,37940,"Peru, IN Micro Area",36903,36903,35954
310M200US37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5965343,5965368,6051170
310M200US38060,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4192887,4193127,4489109
310M200US38100,38100,"Picayune, MS Micro Area",55834,55747,55224
310M200US38180,38180,"Pierre, SD Micro Area",21361,21361,22063
310M200US38220,38220,"Pine Bluff, AR Metro Area",100258,100258,94716
310M200US38240,38240,"Pinehurst-Southern Pines, NC Micro Area",88247,88247,93077
310M200US38260,38260,"Pittsburg, KS Micro Area",39134,39134,39290
310M200US38300,38300,"Pittsburgh, PA Metro Area",2356285,2356285,2355968
310M200US38340,38340,"Pittsfield, MA Metro Area",131219,131272,128715
310M200US38380,38380,"Plainview, TX Micro Area",36273,36273,34720
310M200US38420,38420,"Platteville, WI Micro Area",51208,51208,51829
310M200US38460,38460,"Plattsburgh, NY Micro Area",82128,82128,81632
310M200US38500,38500,"Plymouth, IN Micro Area",47051,47051,47107
310M200US38540,38540,"Pocatello, ID Metro Area",82839,82839,83347
310M200US38580,38580,"Point Pleasant, WV-OH Micro Area",58258,58260,57413
310M200US38620,38620,"Ponca City, OK Micro Area",46562,46562,45478
310M200US38660,38660,"Ponce, PR Metro Area",350480,350480,325929
310M200US38700,38700,"Pontiac, IL Micro Area",38950,38950,37903
310M200US38740,38740,"Poplar Bluff, MO Micro Area",42794,42794,42972
310M200US38780,38780,"Portales, NM Micro Area",19846,19846,19536
310M200US38820,38820,"Port Angeles, WA Micro Area",71404,71404,72715
310M200US38840,38840,"Port Clinton, OH Micro Area",41428,41434,41154
310M200US38860,38860,"Portland-South Portland, ME Metro Area",514098,514100,523552
310M200US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2226009,2226011,2348247
310M200US38920,38920,"Port Lavaca, TX Micro Area",21381,21381,21797
310M200US38940,38940,"Port St. Lucie, FL Metro Area",424107,424107,444420
310M200US39020,39020,"Portsmouth, OH Micro Area",79499,79499,77258
310M200US39060,39060,"Pottsville, PA Micro Area",148289,148289,145797
310M200US39140,39140,"Prescott, AZ Metro Area",211033,211015,218844
310M200US39220,39220,"Price, UT Micro Area",21403,21403,20660
310M200US39260,39260,"Prineville, OR Micro Area",20978,20978,20998
310M200US39300,39300,"Providence-Warwick, RI-MA Metro Area",1600852,1601216,1609367
310M200US39340,39340,"Provo-Orem, UT Metro Area",526810,526810,571460
310M200US39380,39380,"Pueblo, CO Metro Area",159063,159063,161875
310M200US39420,39420,"Pullman, WA Micro Area",44776,44776,46827
310M200US39460,39460,"Punta Gorda, FL Metro Area",159978,159989,168474
310M200US39500,39500,"Quincy, IL-MO Micro Area",77314,77314,77126
310M200US39540,39540,"Racine, WI Metro Area",195408,195428,195163
310M200US39580,39580,"Raleigh, NC Metro Area",1130490,1130490,1242974
310M200US39660,39660,"Rapid City, SD Metro Area",134598,134609,143638
310M200US39700,39700,"Raymondville, TX Micro Area",22134,22134,21903
310M200US39740,39740,"Reading, PA Metro Area",411442,411587,413691
310M200US39780,39780,"Red Bluff, CA Micro Area",63463,63461,63067
310M200US39820,39820,"Redding, CA Metro Area",177223,177223,179804
310M200US39860,39860,"Red Wing, MN Micro Area",46183,46183,46423
310M200US39900,39900,"Reno, NV Metro Area",425417,425437,443990
310M200US39940,39940,"Rexburg, ID Micro Area",50778,50778,50905
310M200US39980,39980,"Richmond, IN Micro Area",68917,69003,67671
310M200US40060,40060,"Richmond, VA Metro Area",1208101,1208080,1260029
310M200US40080,40080,"Richmond-Berea, KY Micro Area",99972,99972,104166
310M200US40100,40100,"Rio Grande City, TX Micro Area",60968,60968,62955
310M200US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4224851,4224972,4441890
310M200US40180,40180,"Riverton, WY Micro Area",40123,40123,40703
310M200US40220,40220,"Roanoke, VA Metro Area",308707,308693,313388
310M200US40260,40260,"Roanoke Rapids, NC Micro Area",76790,76789,73433
310M200US40300,40300,"Rochelle, IL Micro Area",53497,53497,52085
310M200US40340,40340,"Rochester, MN Metro Area",206877,206877,212778
310M200US40380,40380,"Rochester, NY Metro Area",1079671,1079692,1083393
310M200US40420,40420,"Rockford, IL Metro Area",349431,349431,342411
310M200US40460,40460,"Rockingham, NC Micro Area",46639,46639,45733
310M200US40540,40540,"Rock Springs, WY Micro Area",43806,43806,45010
310M200US40580,40580,"Rocky Mount, NC Metro Area",152392,152388,149290
310M200US40620,40620,"Rolla, MO Micro Area",45156,45154,44847
310M200US40660,40660,"Rome, GA Metro Area",96317,96317,96063
310M200US40700,40700,"Roseburg, OR Micro Area",107667,107667,106972
310M200US40740,40740,"Roswell, NM Micro Area",65645,65645,65878
310M200US40780,40780,"Russellville, AR Micro Area",83939,83939,85152
310M200US40820,40820,"Ruston, LA Micro Area",46735,46735,47617
310M200US40860,40860,"Rutland, VT Micro Area",61642,61646,60086
310M200US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2149127,2149143,2244397
310M200US40940,40940,"Safford, AZ Micro Area",37220,37220,37957
310M200US40980,40980,"Saginaw, MI Metro Area",200169,200169,195012
310M200US41060,41060,"St. Cloud, MN Metro Area",189093,189093,192418
310M200US41100,41100,"St. George, UT Metro Area",138115,138115,151948
310M200US41140,41140,"St. Joseph, MO-KS Metro Area",127329,127329,127431
310M200US41180,41180,"St. Louis, MO-IL Metro Area",2787701,2787747,2806207
310M200US41220,41220,"St. Marys, GA Micro Area",50513,50513,52027
310M200US41400,41400,"Salem, OH Micro Area",107841,107841,105686
310M200US41420,41420,"Salem, OR Metro Area",390738,390738,404026
310M200US41460,41460,"Salina, KS Micro Area",61697,61697,61820
310M200US41500,41500,"Salinas, CA Metro Area",415057,415057,431344
310M200US41540,41540,"Salisbury, MD-DE Metro Area",373802,373769,389922
310M200US41620,41620,"Salt Lake City, UT Metro Area",1087873,1087873,1153340
310M200US41660,41660,"San Angelo, TX Metro Area",111823,111823,118182
310M200US41700,41700,"San Antonio-New Braunfels, TX Metro Area",2142508,2142518,2328652
310M200US41740,41740,"San Diego-Carlsbad, CA Metro Area",3095313,3095308,3263431
310M200US41760,41760,"Sandpoint, ID Micro Area",40877,40877,41585
310M200US41780,41780,"Sandusky, OH Micro Area",77079,77079,75828
310M200US41820,41820,"Sanford, NC Micro Area",57866,57866,59662
310M200US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",4335391,4335560,4594060
310M200US41900,41900,"San Germán, PR Metro Area",137462,137626,132660
310M200US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1836941,1952872
310M200US41980,41980,"San Juan-Carolina-Caguas, PR Metro Area",2350126,2350306,2242285
310M200US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",269637,269593,279083
310M200US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",262382,262362,271804
310M200US42140,42140,"Santa Fe, NM Metro Area",144170,144171,148164
310M200US42180,42180,"Santa Isabel, PR Micro Area",23274,23274,22860
310M200US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",423895,423939,440668
310M200US42220,42220,"Santa Rosa, CA Metro Area",483878,483880,500292
310M200US42300,42300,"Sault Ste. Marie, MI Micro Area",38520,38673,38321
310M200US42340,42340,"Savannah, GA Metro Area",347611,347621,372708
310M200US42380,42380,"Sayre, PA Micro Area",62622,62622,61784
310M200US42420,42420,"Scottsbluff, NE Micro Area",38971,38971,38532
310M200US42460,42460,"Scottsboro, AL Micro Area",53227,53226,52665
310M200US42540,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",563631,563630,559679
310M200US42620,42620,"Searcy, AR Micro Area",77076,77076,78592
310M200US42660,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3439815,3671478
310M200US42680,42680,"Sebastian-Vero Beach, FL Metro Area",138028,138028,144755
310M200US42700,42700,"Sebring, FL Metro Area",98786,98786,98236
310M200US42740,42740,"Sedalia, MO Micro Area",42201,42201,42225
310M200US42780,42780,"Selinsgrove, PA Micro Area",39702,39702,40323
310M200US42820,42820,"Selma, AL Micro Area",43820,43820,41711
310M200US42860,42860,"Seneca, SC Micro Area",74273,74275,75192
310M200US42900,42900,"Seneca Falls, NY Micro Area",35251,35244,34884
310M200US42940,42940,"Sevierville, TN Micro Area",89889,89876,95110
310M200US42980,42980,"Seymour, IN Micro Area",42376,42380,43705
310M200US43020,43020,"Shawano, WI Micro Area",46181,46187,46101
310M200US43060,43060,"Shawnee, OK Micro Area",69442,69442,71811
310M200US43100,43100,"Sheboygan, WI Metro Area",115507,115507,115290
